procedure_key,requested_analyte_name,proced_name,proced_abbrev,proced_desc,proced_code,source_system_key,source_system_name
390,"Na-Pyrophosphate Extract, Al","Aluminum, Sodium Pyrophosphate Extraction I, Atomic Absorption",PYRO,"CMS, SSIR No. 1, 1972, page 37",6G5a,2,NSSL CMS
390,"Na-Pyrophosphate Extract, Al","Aluminum, Sodium Pyrophosphate Extraction I, Atomic Absorption",PYRO,"CMS, SSIR No. 1, 1972, page 37",6G5a,37,University of Massachusetts 
391,"Na-Pyrophosphate Extract, Al","Aluminum, Sodium Pyrophosphate Extraction II",PYRO,"CMS, SSIR No. 1, 1984, page 44",6G10,2,NSSL CMS
391,"Na-Pyrophosphate Extract, Al","Aluminum, Sodium Pyrophosphate Extraction II",PYRO,"CMS, SSIR No. 1, 1984, page 44",6G10,19,University of Florida
392,"Na-Pyrophosphate Extract, Al","Aluminum, Sodium Pyrophosphate Extraction II, Atomic Absorption II",PYRO,CMS,6G10c,2,NSSL CMS
393,"Na-Pyrophosphate Extract, Al","Aluminum, Sodium Pyrophosphate Extraction II, Atomic Absorption II, moist",PYRO,"CMS, moist",6G10d,2,NSSL CMS
394,"Na-Pyrophosphate Extract, C","Organic Carbon, Sodium Pyrophosphate Extraction II, Atomic Absorption",PYRO,"CMS, SSIR No. 42, version 3, page 247",6A4a,2,NSSL CMS
394,"Na-Pyrophosphate Extract, C","Organic Carbon, Sodium Pyrophosphate Extraction II, Atomic Absorption",PYRO,"CMS, SSIR No. 42, version 3, page 247",6A4a,19,University of Florida
395,"Na-Pyrophosphate Extract, Fe","Iron, Sodium Pyrophosphate Extraction I, Atomic Absorption",PYRO,"CMS, SSIR No. 1, 1972, page 32",6C5a,13,University of Idaho
395,"Na-Pyrophosphate Extract, Fe","Iron, Sodium Pyrophosphate Extraction I, Atomic Absorption",PYRO,"CMS, SSIR No. 1, 1972, page 32",6C5a,2,NSSL CMS
395,"Na-Pyrophosphate Extract, Fe","Iron, Sodium Pyrophosphate Extraction I, Atomic Absorption",PYRO,"CMS, SSIR No. 1, 1972, page 32",6C5a,37,University of Massachusetts 
396,"Na-Pyrophosphate Extract, Fe","Iron, Sodium Pyrophosphate Extraction II, Atomic Absorption",PYRO,"CMS, SSIR No. 1, 1984, page 38",6C8a,2,NSSL CMS
396,"Na-Pyrophosphate Extract, Fe","Iron, Sodium Pyrophosphate Extraction II, Atomic Absorption",PYRO,"CMS, SSIR No. 1, 1984, page 38",6C8a,19,University of Florida
397,"Na-Pyrophosphate Extract, Fe","Iron, Sodium Pyrophosphate Extraction II, Atomic Absorption II",PYRO,CMS,6C8c,2,NSSL CMS
398,"Na-Pyrophosphate Extract, Fe","Iron, Sodium Pyrophosphate Extraction II, Atomic Absorption II, moist",PYRO,"CMS, moist",6C8d,2,NSSL CMS
399,"Soluble Anions, CO2","Carbonate, Saturation Extraction, Acid Titration",SatAn6,"CMS, SSIR No. 1, 1972, page 39",6I1a,2,NSSL CMS
399,"Soluble Anions, CO2","Carbonate, Saturation Extraction, Acid Titration",SatAn6,"CMS, SSIR No. 1, 1972, page 39",6I1a,36,North Dakota State University
400,"Soluble Anions, HCO3","Bicarbonate, Saturation Extraction, Acid Titration",SatAn6,"CMS, SSIR No. 1, 1972, page 39",6J1a,36,North Dakota State University
400,"Soluble Anions, HCO3","Bicarbonate, Saturation Extraction, Acid Titration",SatAn6,"CMS, SSIR No. 1, 1972, page 39",6J1a,2,NSSL CMS
401,"Soluble Anions, HCO3","Bicarbonate, Saturation Extraction, Acid Titration, Automatic Extractor",SatAn1,"CMS, SSIR No. 42, version 3, page 283",6J1b,2,NSSL CMS
402,"Soluble Anions, Cl","Chloride, Saturation Extraction, Mohr Titration",SatAn7,"CMS, SSIR No. 1, 1972, page 39",6K1a,2,NSSL CMS
402,"Soluble Anions, Cl","Chloride, Saturation Extraction, Mohr Titration",SatAn7,"CMS, SSIR No. 1, 1972, page 39",6K1a,36,North Dakota State University
403,"Soluble Anions, Cl","Chloride, Saturation Extraction, Potentiometric Titration",SatAn8,"CMS, SSIR No. 1, 1972, page 40",6K1b,36,North Dakota State University
403,"Soluble Anions, Cl","Chloride, Saturation Extraction, Potentiometric Titration",SatAn8,"CMS, SSIR No. 1, 1972, page 40",6K1b,2,NSSL CMS
404,"Soluble Anions, SO4","Sulfate, Saturation Extraction, Gravimetric, BaSO4",SatAn9,"CMS, SSIR No. 1, 1972, page 40",6L1a,2,NSSL CMS
405,"Soluble Anions, SO4","Sulfate, Saturation Extraction, EDTA Titration",SatAn10,"CMS, SSIR No. 1, 1972, page 40",6L1b,2,NSSL CMS
406,"Soluble Anions, SO4","Sulfate, Saturation Extraction, Anion Chromatograph",SatAn2,"CMS, SSIR No. 1, 1984, page 48",6L1c,2,NSSL CMS
407,"Soluble Anions, SO4","Sulfate, Saturation Extraction, Anion Chromatograph, Ionic Suppressor",SatAn3,"CMS, SSIR No. 42, version 3, page 287",6L1d,2,NSSL CMS
408,"Soluble Anions, SO4","Sulfate, Saturation Extraction, Flow Injection, Automated Ion Analyzer",SatAn4,"CMS, SSIR No. 42, version 3, page 287, Flow injection",6L1e,2,NSSL CMS
409,"Soluble Anions, SO4","Sulfate, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor",SatAn5,"CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor",6L1f,2,NSSL CMS
410,"Soluble Anions, NO3","Nitrate, Saturation Extraction, Anion Chromatograph",SatAn2,"CMS, SSIR No. 1, 1984, page 48",6M1c,2,NSSL CMS
411,"Soluble Anions, NO3","Nitrate, Saturation Extraction, Anion Chromatograph, Ionic Suppressor",SatAn3,"CMS, SSIR No. 42, version 3, page 287",6M1d,2,NSSL CMS
412,"Soluble Anions, NO3","Nitrate, Saturation Extraction, Flow Injection, Automated Ion Analyzer",SatAn4,"CMS, SSIR No. 42, version 3, page 287, Flow injection",6M1e,2,NSSL CMS
413,"Soluble Anions, NO3","Nitrate, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor",SatAn5,"CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor",6M1f,2,NSSL CMS
414,"Soluble Anions, Fl","Fluoride, Saturation Extraction, Anion Chromatograph",SatAn2,"CMS, SSIR No. 42, version 3, page 559",6U1a,2,NSSL CMS
415,"Soluble Anions, Fl","Fluoride, Saturation Extraction, Anion Chromatograph, Ionic Suppressor",SatAn3,"CMS, SSIR No. 42, version 3, page 287",6U1b,2,NSSL CMS
416,"Soluble Anions, Fl","Fluoride, Saturation Extraction, Flow Injection, Automated Ion Analyzer",SatAn4,"CMS, SSIR No. 42, version 3, page 287, Flow injection",6U1c,2,NSSL CMS
417,"Soluble Anions, Fl","Fluoride, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor",SatAn5,"CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor",6U1d,2,NSSL CMS
418,"Soluble Anions, NO2","Nitrite, Saturation Extraction, Anion Chromatograph",SatAn2,"CMS, SSIR No. 42, version 3, page 559",6W1a,2,NSSL CMS
419,"Soluble Anions, NO2","Nitrite, Saturation Extraction, Anion Chromatograph, Ionic Suppressor",SatAn3,"CMS, SSIR No. 42, version 3, page 287",6W1b,2,NSSL CMS
420,"Soluble Anions, NO2","Nitrite, Saturation Extraction, Flow Injection, Automated Ion Analyzer",SatAn4,"CMS, SSIR No. 42, version 3, page 287, Flow injection",6W1c,2,NSSL CMS
421,"Soluble Anions, NO2","Nitrite, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor",SatAn5,"CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor",6W1d,2,NSSL CMS
422,"Soluble Anions, Br","Bromide, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor",SatAn5,"CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor",6X1a,2,NSSL CMS
423,"Soluble Anions, OAc","Acetate, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor",SatAn5,"CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor",6Y1a,2,NSSL CMS
424,"Saturated Paste and Soluble Salts, EC","Saturated Paste, Mixed, Saturation Extract, Automatic Extractor Conductivity, Digital Bridge",SATP,"CMS, SSIR No. 42, version 3, page 407",8A3a,2,NSSL CMS
424,"Saturated Paste and Soluble Salts, EC","Saturated Paste, Mixed, Saturation Extract, Automatic Extractor Conductivity, Digital Bridge",SATP,"CMS, SSIR No. 42, version 3, page 407",8A3a,24,Kansas State University
425,"Soluble Anions, NO3","Nitrate, Saturation Extraction, Phenyldisulfonic (PDS) Acid Colorimetry",SatAn11,"CMS, SSIR No. 1, 1972, page 41",6M1a,2,NSSL CMS
425,"Soluble Anions, NO3","Nitrate, Saturation Extraction, Phenyldisulfonic (PDS) Acid Colorimetry",SatAn11,"CMS, SSIR No. 1, 1972, page 41",6M1a,36,North Dakota State University
426,"Atterberg Limits, LL","Plasticity Index, Liquid Limit",AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F1,36,North Dakota State University
426,"Atterberg Limits, LL","Plasticity Index, Liquid Limit",AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F1,2,NSSL CMS
426,"Atterberg Limits, LL","Plasticity Index, Liquid Limit",AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F1,13,University of Idaho
426,"Atterberg Limits, LL","Plasticity Index, Liquid Limit",AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F1,30,West Virginia University
427,"Atterberg Limits, PL","Plasticity Index, Plastic Limit",AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F2,13,University of Idaho
427,"Atterberg Limits, PL","Plasticity Index, Plastic Limit",AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F2,2,NSSL CMS
427,"Atterberg Limits, PL","Plasticity Index, Plastic Limit",AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F2,36,North Dakota State University
428,"Saturated Paste and Soluble Salts, H2O","Water Content, Saturated Paste",SATP,"CMS, SSIR No. 42, version 3, page 397",8A,36,North Dakota State University
428,"Saturated Paste and Soluble Salts, H2O","Water Content, Saturated Paste",SATP,"CMS, SSIR No. 42, version 3, page 397",8A,13,University of Idaho
428,"Saturated Paste and Soluble Salts, H2O","Water Content, Saturated Paste",SATP,"CMS, SSIR No. 42, version 3, page 397",8A,2,NSSL CMS
429,"Saturated Paste and Soluble Salts, pH","Reaction (pH), Saturated Paste",SATP,"CMS, SSIR No. 42, version 3, page 411",8C1b,2,NSSL CMS
429,"Saturated Paste and Soluble Salts, pH","Reaction (pH), Saturated Paste",SATP,"CMS, SSIR No. 42, version 3, page 411",8C1b,13,University of Idaho
429,"Saturated Paste and Soluble Salts, pH","Reaction (pH), Saturated Paste",SATP,"CMS, SSIR No. 42, version 3, page 411",8C1b,36,North Dakota State University
430,"Saturated Paste and Soluble Salts, resistivity","Soil Resistivity, Saturated Paste",SATP,"CMS, SSIR No. 42, version 3, page 427",8E1,2,NSSL CMS
431,"Soluble Anions, PO4","Phosphate, Saturation Extraction, Anion Chromatograph, Electronic Ion Suppressor",SatAn5,"CMS, SSIR No. 42, version 3, page 287, Anion Chromatography, Electronc Ion Suppressor",6S9a,2,NSSL CMS
433,"Water Retention, Field State","Water Retention, Field State",H2Ofield,"CMS, SSIR No. 42, version 3, page 169",4B4,2,NSSL CMS
442,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction, Orthophenanthroline Colorimetry",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C2a,2,NSSL CMS
442,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction, Orthophenanthroline Colorimetry",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C2a,13,University of Idaho
442,"Dithionite-Citrate Extract, Fe","Iron, Dithionite-Citrate Extraction, Orthophenanthroline Colorimetry",FE_DITH,"CMS, SSIR No. 1, 1972, page 31",6C2a,33,The Pennsylvania State University
443,"Phosphorus, Bray 1","Phosphorus, Bray P-1 Absorbed Phosphorus, Spectrophotometer",BRAYP,"CMS, SSIR No. 42, version 3, page 323",6S3,15,Purdue University
443,"Phosphorus, Bray 1","Phosphorus, Bray P-1 Absorbed Phosphorus, Spectrophotometer",BRAYP,"CMS, SSIR No. 42, version 3, page 323",6S3,10,University of Illinois
443,"Phosphorus, Bray 1","Phosphorus, Bray P-1 Absorbed Phosphorus, Spectrophotometer",BRAYP,"CMS, SSIR No. 42, version 3, page 323",6S3,2,NSSL CMS
443,"Phosphorus, Bray 1","Phosphorus, Bray P-1 Absorbed Phosphorus, Spectrophotometer",BRAYP,"CMS, SSIR No. 42, version 3, page 323",6S3,35,University of Arkansas
444,"Particles >2 mm, 75 mm Base","Particles >2 mm, Weight Estimates",CFRAG1,"CMS, SSIR No. 42, version 3, page 105",3B1,2,NSSL CMS
445,Derived,"derived BSESAT, 5C1b",none,"CMS, moist",5C1b,2,NSSL CMS
446,"Atterberg Limits, PI",derived Plasticity Index,AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F,2,NSSL CMS
446,"Atterberg Limits, PI",derived Plasticity Index,AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F,30,West Virginia University
446,"Atterberg Limits, PI",derived Plasticity Index,AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F,13,University of Idaho
446,"Atterberg Limits, PI",derived Plasticity Index,AttBg0,"CMS, SSIR No. 42, version 3, page 193",4F,21,Virgina Tech
448,"Calcium Carbonate Equivalent, <20mm","Calcium Carbonate Equivalent, HCl, <20mm- 6E4b (derived)",CACO3_20,"SSIR No. 42, version 3, page 271",6E4b,2,NSSL CMS
449,"Calcium Carbonate Equivalent, <20mm","Calcium Carbonate Equivalent, HCl, <20mm (derived)",caco3l20,CMS,6E4,2,NSSL CMS
451,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, unspecified",XRAY,CMS,7A2,13,University of Idaho
451,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, unspecified",XRAY,CMS,7A2,19,University of Florida
451,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, unspecified",XRAY,CMS,7A2,25,University of Kentucky
451,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, unspecified",XRAY,CMS,XRAY1,33,The Pennsylvania State University
451,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, unspecified",XRAY,CMS,7A2,10,University of Illinois
451,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, unspecified",XRAY,CMS,XRAY1,16,Auburn University
451,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, unspecified",XRAY,CMS,7A2,2,NSSL CMS
451,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, unspecified",XRAY,CMS,7A2,21,Virgina Tech
451,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, unspecified",XRAY,CMS,XRAY1,22,The Ohio State University
451,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, unspecified",XRAY,CMS,7A2,26,University of Minnesota
452,"Clay Mineralogy, DTA I",Differential Thermal Analysis I,DTA1,CMS 7A3,7A3,2,NSSL CMS
453,"Clay Mineralogy, DTA",Differential Thermal Analysis,DTA2,CMS 7A3b,7A3b,2,NSSL CMS
454,"Total Elemental Analysis, HF Dissolution","Total Analysis, HF Dissolution",TOTANAL,CMS 7C3,7C3,2,NSSL CMS
456,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, thin film on tile resin pretreatment",XRAY,"CMS, 7A2e",7A2e,2,NSSL CMS
457,Acid Oxalate extraction,"Cations, Acid Oxalate Extractable, Optical Density",OXAL,CMS,8J,2,NSSL CMS
458,Estimated organic carbon,Estimated Organic Carbon,EOC,,Est,2,NSSL CMS
460,"Fiber Analysis, pH CaCl2","pH, 0.01M CaCl2, Histosol",ph_hist,"SSIR No. 42, version 3, page 423",8C2a,2,NSSL CMS
461,"Fiber Analysis, Pyrophosphate color","Color, Pyrophosphate Extract",pyr_col,"SSIR No. 42, version 3, page 437",8H,2,NSSL CMS
465,"Biomass, Roots, C","Biomass, Roots, C",BIOROOT,"SSIR No. 42, version 4, page 394",6C1,1,SSL LIMS Version 1.0
466,"Biomass, POM, C","Biomass, POM, C",BIOPOM,"SSIR No. 42, version 4, page 385",6A4,1,SSL LIMS Version 1.0
467,"Biomass, Microbial, C","Biomass, Microbial, C",BIOMASS,"SSIR No. 42, version 4, page 388",6B1a1,1,SSL LIMS Version 1.0
468,"Biomass, CO3, C","Biomass, CO3, C",BIOCO3,"SSIR No. 42, version 4, page 381",6A3a,1,SSL LIMS Version 1.0
469,"Extractable Acidity, BaCl2-TEA","Extractable Acidity, BaCl2-Triethanolamine, Centrifuge",EXTRACIDC,"SSIR No. 42, version 4, page 194",4B2b1a1,1,SSL LIMS Version 1.0
470,"Biomass, 0.02 M KMnO4 Extractable, C","Biomass, 0.02 M KMnO4 Extractable, C",BIOKMNO4,"SSIR No. 42, version 4, page 379",6A2,1,SSL LIMS Version 1.0
471,"Phosphorus, Anion Resin Extractable",Anion Resin Extractable Phosphorus,AnResP,"SSIR No. 42, version 4, page 219",4D1a1a1a,1,SSL LIMS Version 1.0
472,"Electrical Conductivity, 1:20, <2 mm Particles","Electrical Conductivity, 1:20 (w/v)",EC20,NULL,EC20,1,SSL LIMS Version 1.0
472,"Electrical Conductivity, 1:20, <2 mm Particles","Electrical Conductivity, 1:20 (w/v)",EC20,NULL,EC20,19,University of Florida
473,"Biomass, Glucose, C","Biomass, Glucose, C",BIOGLUCOSE,"SSIR No. 42, version 4, page 376",6A1,1,SSL LIMS Version 1.0
474,"Water Retention, 5 Bar, Pressure-Plate, <2mm","Water Retention, 5 Bar, Pressure-Plate, <2mm",H2O5Bar<2,new method,3C2b,1,SSL LIMS Version 1.0
475,"Phosphorus, Ground/Surface Water","Phosphorus, Ground/Surface Water",WatP,"SSIR No. 42, version 4, page 352",4I,1,SSL LIMS Version 1.0
476,"Elements, Mehlich III","Elements, Mehlich III",ElMehl3,"SSIR No. 42, version 4, page 249",4D6b,1,SSL LIMS Version 1.0
477,"Elements, Water Extract","Elements, Water Extract",ElWatExtr,NULL,4D2a2d1-22,1,SSL LIMS Version 1.0
478,"Salts, Ground/Surface Water","Salts, Ground/Surface Water",WatSalts,"SSIR No. 42, version 4, page 352",4I2,1,SSL LIMS Version 1.0
479,"Elements, Ground/Surface Water","Elements, Ground/Surface Water",ElWat,"SSIR No. 42, version 4, page 365",4I3,1,SSL LIMS Version 1.0
480,"Phosphorus, Anion Resin Ground/Surface Water",Anion Resin Water Phosphorus,AnResPW,"SSIR No. 42, version 4, page 219",4D1a1a1a,1,SSL LIMS Version 1.0
481,Equivalent Gypsum Content,Equivalent Gypsum Content,EGC,NULL,4E2b1a1,1,SSL LIMS Version 1.0
482,"PSDA, Water Disp, Moist, Ultrasonic, Pipet","PSDA, Water Dispersible, Moist, Ultrasonic, Pipet",H2OPSDAMU,NULL,3A1a7b,1,SSL LIMS Version 1.0
483,"PSDA, Water Disp, Air-Dry, Ultrasonic, Pipet","PSDA, Water Dispersible, Air-Dry, Ultrasonic, Pipet",H2OPSDAAU,NULL,3A1a7a,1,SSL LIMS Version 1.0
484,Surface Area N2 Adsorption,Surface Area N2 Adsorption,SA_N2BET,"SSIR No. 42, version 4, page 418",7A5a1,1,SSL LIMS Version 1.0
485,"PSDA, Air-dry, <2 mm Particles","PSDA, no pretreatment, Pipet",PSDA1,"Soil Characterization in Indiana, page 13 3A1i",3A1i,15,Purdue University
485,"PSDA, Air-dry, <2 mm Particles","PSDA, no pretreatment, Pipet",PSDA1,"Soil Characterization in Indiana, page 13 3A1i",3A1i,20,University of California at Davis
486,Organic Carbon,"Organic Carbon, acid dichromate digestion, FeSO4 titration, Mebius",WBC3,"Soil Characterization in Indiana, page 19 6A1e",6A1e,15,Purdue University
487,Organic Carbon,"Organic Carbon, acid dichromate digestion, FeSO4 titration, Nelson-Sommers",WBC4,"Soil Characterization in Indiana, page 20 6A1f",6A1f,15,Purdue University
488,"PSDA, Air-dry, <2 mm Particles","PSDA, centrifuge",PSDA2,University of Idaho Laboratory Analysis 3A1j http://soils.ag.uidaho.edu/pedology/Analyses/index.htm,PSDA2,13,University of Idaho
489,Phosphorus Isotherm,Phosphorus Isotherm,PIsotherm,University of Idaho Laboratory Analysis http://soils.ag.uidaho.edu/pedology/Analyses/index.htm,PIsotherm,13,University of Idaho
498,1:1 Extract and Soluble Salts,1:1 soil/water Extraction,11SWEX,USDA Handbook 60,SWEX,20,University of California at Davis
498,1:1 Extract and Soluble Salts,1:1 soil/water Extraction,11SWEX,USDA Handbook 60,SWEX,36,North Dakota State University
499,"PSDA, hydrometer, Air-dry, <2 mm Particles","PSDA, Hydrometer, sand fractions wet sieved",PSDA_hyd1,"SSSA, Gee and Or, 2002, sand fractions wet sieved",hyd1,20,University of California at Davis
499,"PSDA, hydrometer, Air-dry, <2 mm Particles","PSDA, Hydrometer, sand fractions wet sieved",PSDA_hyd1,"SSSA, Gee and Or, 2002, sand fractions wet sieved",hyd1,21,Virgina Tech
499,"PSDA, hydrometer, Air-dry, <2 mm Particles","PSDA, Hydrometer, sand fractions wet sieved",PSDA_hyd1,"SSSA, Gee and Or, 2002, sand fractions wet sieved",hyd1,35,University of Arkansas
499,"PSDA, hydrometer, Air-dry, <2 mm Particles","PSDA, Hydrometer, sand fractions wet sieved",PSDA_hyd1,"SSSA, Gee and Or, 2002, sand fractions wet sieved",hyd1,36,North Dakota State University
500,"PSDA, coulter counter, Air-dry, <2 mm Particles","PSDA, coulter counter",PSDA3,University of Idaho Laboratory Analysis http://soils.ag.uidaho.edu/pedology/Analyses/index.htm,PSDA3,13,University of Idaho
501,"Mineralogy, X-ray Diffraction Powder Mount","X-ray Diffraction, Powder Mount",XRAYPM,NULL,7A1c1,1,SSL LIMS Version 1.0
502,"P-Nitrophenol, ß-Glucosidase","P-Nitrophenol, ß-Glucosidase",BIOBGLUCO,"SSIR No. 42, version 4, page 640",6A5,1,SSL LIMS Version 1.0
503,"Biomass, Hyper POM, C","Biomass, Hyper POM, C",BIOHPOM,"SSIR No. 42, version 4, page 385",6A4,1,SSL LIMS Version 1.0
504,Visible Near Infrared,Visible Near Infrared,VNIR,NULL,7A6,1,SSL LIMS Version 1.0
505,"PSDA, Ethanol Disp, Air-Dry, Ultrasonic, Pipet","PSDA, Ethanol Disp, Air-Dry, Ultrasonic, Pipet",EthPSDAAU,NULL,3A1a8a,1,SSL LIMS Version 1.0
506,"Soil Color, 'C' standard light source","Soil Color, C",COLOR_C,University of California at Davis analysis - measurement via CR-410,Color_C,20,University of California at Davis
507,"Bulk Density, 3D laser scanner","Bulk Density, 3D",DB_3D,University of California at Davis analysis - https://www.soils.org/publications/sssaj/pdfs/72/6/1591,DB_3D,20,University of California at Davis
508,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate-Bicarbonate Extraction",AL_DITH,U of Florida - http://flsoils.ifas.ufl.edu/params/citrate-dithionate.asp,AL_DITH,19,University of Florida
509,Water Release Curve,Water Release Curve,Wat_Rel_Cur,U of Florida - http://flsoils.ifas.ufl.edu/params/waterrelease.asp,WatRC,19,University of Florida
510,Mid Infrared,Mid Infrared,MIR,NULL,7A7,1,SSL LIMS Version 1.0
511,"Dithionite-Citrate Extract, Al","Aluminum, Dithionite-Citrate Extraction, Aluminon I",AL_DITH,University of Idaho,AL_DITH,13,University of Idaho
512,Organic Carbon,"Organic Carbon, dry combustion, CO2 evolution, gravimetric",OC,"University of Missouri, modified 6A2d",6A2d,17,University of Missouri
512,Organic Carbon,"Organic Carbon, dry combustion, CO2 evolution, gravimetric",OC,"University of Missouri, modified 6A2d",6A2d,36,North Dakota State University
513,"Clay Mineralogy, X-ray Diffraction","X-ray Diffraction, Thin Film on Glass, Filter Peel",XRAY2,NULL,7A1b1,1,SSL LIMS Version 1.0
514,"Elements, Xray Flourescence","Elements, Xray Flourescence",XRAYF,"University of California, Soils were ground overnight in a ball mill, to approximately flour-like consistency.  Ground samples where then placed into sample cups with a polypropylene cover. Samples were then scanned with a Niton portable X-Ray fluorescenc",XRAYF,20,University of California at Davis
515,"Calcium Carbonate Equivalent, <2mm","Calcium Carbonate Equivalent, HCl, <2mm (23b Salinity Lab)",CACO3,"CaCO3 equivalent, Procedure 23b, USDA Handbook 60, US. Salinity Lab. 1954.",CACO3,25,University of Kentucky
516,"Phosphorus, Bray 1","Phosphorus, Bray 1",BRAYP,"Phosphorus, Extractable P, Bry No. 1, Soil Sci. 59:39-45, 1945.",BRAYP,25,University of Kentucky
517,"PSDA, pipette with silt by elutriation, Air-dry, <2 mm","PSDA, pipette with silt by elutriation, Air-dry, <2 mm",PSDA4,"Silt by elutriation, sand by sieving",PSDA4,25,University of Kentucky
518,"Water Retention, 0 Bar, Pressure-Plate, <2mm","Water Retention, 0 Bar, Pressure-Plate, <2mm",H2O0Bar<2,Water Content at saturation,H2O0Bar,25,University of Kentucky
520,"CEC and Cations, Routine","CEC and Cations, NH4OAc",CECNH4_TAMU,modified USDA Handbook 60,CECNH4_TAMU,9,Texas A&M University
521,Saturated Paste and Soluble Salts,Saturated Paste and Soluble Salts,SATP_TAMU,modified USDA Handbook 60,SATP_TAMU,9,Texas A&M University
522,"Carbonate, Chittick","Carbonate, Chittick gasometric apparatus",CARB_TAMU,Quantitative gasometric determination of calcite and dolomite by using Chittick apparatus (http://www.geotech.ou.edu/ART/research/ChittickProcedure.pdf),CARB_TAMU,9,Texas A&M University
522,"Carbonate, Chittick","Carbonate, Chittick gasometric apparatus",CARB_TAMU,Quantitative gasometric determination of calcite and dolomite by using Chittick apparatus (http://www.geotech.ou.edu/ART/research/ChittickProcedure.pdf),CARB_TAMU,22,The Ohio State University
523,OM LOI,Organic Matter by Loss on Ignition,OM_LOI,,OMLOI,36,North Dakota State University
524,"Extractable Cations, Mg","Magnesium, NH4OAc Extraction, Colorimetric",MgExCat12,"Color was developed by successive additions of hydroxylamine chloride solution, gum Arabic solution, clayton yellow solution and NaOH solution.  Each addition is followed by shaking.  The color of the test solution is compared visually with the colors of ",6O2f,35,University of Arkansas
