TableOnFileGroup,Schema Name,Table Name,COLUMN_NAME2,column_length,Data Element,OrdinalPosition,Data Type,Max Len,Prec,Scale,Identity,NOT NULL,References,Default Value
FG1,dbo,lab_xray_and_thermal,MV Montmorillonite Vermiculite X Ray,36,MV_Montmorillonite_Vermiculite_X_Ray,39,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Muscovite_X_Ray,18,MS_Muscovite_X_Ray,40,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Non_Crystalline_X_Ray,24,NX_Non_Crystalline_X_Ray,41,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Oligoclase_X_Ray,19,FO_Oligoclase_X_Ray,42,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Orthoclase_X_Ray,19,FR_Orthoclase_X_Ray,43,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Palygorskite_X_Ray,21,PG_Palygorskite_X_Ray,44,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Phlogophite_X_Ray,20,PL_Phlogophite_X_Ray,45,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Plagioclase_Feldspar_X_Ra,28,FP_Plagioclase_Feldspar_X_Ra,46,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Potassium_Feldspar_X_Ray,27,FK_Potassium_Feldspar_X_Ray,47,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Pyrophyllite_X_Ray,21,PY_Pyrophyllite_X_Ray,48,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Quartz_X_Ray,15,QZ_Quartz_X_Ray,49,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Resistant_Minerals_X_Ray,27,RE_Resistant_Minerals_X_Ray,50,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Sepiolite_X_Ray,18,SE_Sepiolite_X_Ray,51,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Talc_X_Ray,13,TA_Talc_X_Ray,52,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Thenardite_X_Ray,19,TH_Thenardite_X_Ray,53,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Tridymite_X_Ray,18,TD_Tridymite_X_Ray,54,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Vermiculite_X_Ray,20,VR_Vermiculite_X_Ray,55,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Vermiculite_Chlorite_X_Ray,29,VC_Vermiculite_Chlorite_X_Ray,56,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,VH Vermiculite Hydrobiotite X Ray,33,VH_Vermiculite_Hydrobiotite_X_Ray,57,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Vermiculite_Mica_X_Ray,25,VM_Vermiculite_Mica_X_Ray,58,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Zeolite_X_Ray,16,ZE_Zeolite_X_Ray,59,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Halite_X_Ray,15,HA_Halite_X_Ray,60,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,HS Hydroxy Interlayered Smectite X Ray,38,HS_Hydroxy_Interlayered_Smectite_X_Ray,61,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,HV Hydroxy Interlayered Vermiculite X Ray,41,HV_Hydroxy_Interlayered_Vermiculite_X_Ray,62,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Fluorapatite_XRay,20,FT_Fluorapatite_XRay,63,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Natrojarosite_X_Ray,22,NU_Natrojarosite_X_Ray,64,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,PT_Paragonite_X_Ray,22,HA_PT_Paragonite_X_Ray,65,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Natron_X_Ray,15,NA_Natron_X_Ray,66,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Jarosite_X_Ray,17,JO_Jarosite_X_Ray,67,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Serpentine_X_Ray,19,SZ_Serpentine_X_Ray,68,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Boehmite_X_Ray,17,BE_Boehmite_X_Ray,69,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Beidellite_X_Ray,19,BD_Beidellite_X_Ray,70,numeric,          ,18,0,,,,
FG1,dbo,lab_xray_and_thermal,Clay_Mineral_Interpretation,27,Clay_Mineral_Interpretation,71,varchar,128,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,Coarse Silt Mineral Interpretation,34,Coarse_Silt_Mineral_Interpretation,72,varchar,128,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,Fine Sand Mineral Interpretation,32,Fine_Sand_Mineral_Interpretation,73,varchar,128,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,Very Fine Sand Mineral Interpretation,37,Very_Fine_Sand_Mineral_Interpretation,74,varchar,128,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,Differential Scanning Calorimeter Method,40,Differential_Scanning_Calorimeter_Method,75,varchar,12,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,GI Gibbsite Differential Scanning Calorimetry,45,GI_Gibbsite_Differential_Scanning_Calorimetry,76,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,KK Kaolinite Differential Scanning Calorimetry,46,KK_Kaolinite_Differential_Scanning_Calorimetry,77,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,GE Geothite Differential Scanning Calorimetry,45,GE_Geothite_Differential_Scanning_Calorimetry,78,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,GY Gypsum Differential Scanning Calorimetry,43,GY_Gypsum_Differential_Scanning_Calorimetry,79,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,AT Alunite Differential Scanning Calorimetry,44,AT_Alunite_Differential_Scanning_Calorimetry,80,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,SM Smectite Differential Scanning Calorimetry,45,SM_Smectite_Differential_Scanning_Calorimetry,81,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,KH Halloysite Differential Scanning Calorimetry,47,KH_Halloysite_Differential_Scanning_Calorimetry,82,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,QZ Quartz Differential Scanning Calorimetry,43,QZ_Quartz_Differential_Scanning_Calorimetry,83,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,VR Vermiculite Differential Calorimetry,39,VR_Vermiculite_Differential_Calorimetry,84,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,Thermal_Gravimetric_Method,26,Thermal_Gravimetric_Method,85,varchar,12,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,AG Gypsum Thermal Gravimetric Analysis,38,AG_Gypsum_Thermal_Gravimetric_Analysis,86,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,GI Gibbsite Thermal Gravimetric Analysis,40,GI_Gibbsite_Thermal_Gravimetric_Analysis,87,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,GE Kaolinite Differential Thermal Analysis,42,GE_Kaolinite_Differential_Thermal_Analysis,88,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,KK Kaolinite Thermal Gravimetric Analysis,41,KK_Kaolinite_Thermal_Gravimetric_Analysis,89,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,AG Antigorite Thermal Gravimetric Analysis,42,AG_Antigorite_Thermal_Gravimetric_Analysis,90,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,KH Halloysite Thermal Gravimetric Analysis,42,KH_Halloysite_Thermal_Gravimetric_Analysis,91,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,MT Montmorillonite Thermal Gravimetric Analysis,47,MT_Montmorillonite_Thermal_Gravimetric_Analysis,92,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,PG Palygorskite Thermal Gravimetric Analysis,44,PG_Palygorskite_Thermal_Gravimetric_Analysis,93,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,CA Calcite Thermal Gravimetric Analysis,39,CA_Calcite_Thermal_Gravimetric_Analysis,94,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,Differential Thermal Analysis Method,36,Differential_Thermal_Analysis_Method,95,varchar,12,          ,          ,,,,
FG1,dbo,lab_xray_and_thermal,GI Gibbsite Differential Thermal Analysis,41,GI_Gibbsite_Differential_Thermal_Analysis,96,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,KK Kaolinite Differential Thermal Analysis,42,KK_Kaolinite_Differential_Thermal_Analysis,97,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,GE Geothite Differential Thermal Analysis,41,GE_Geothite_Differential_Thermal_Analysis,98,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,KH Halloysite Differential Thermal Analysi,42,KH_Halloysite_Differential_Thermal_Analysi,99,decimal,          ,3,0,,,,
FG1,dbo,lab_xray_and_thermal,QZ Quartz Differential Thermal Analysis,39,QZ_Quartz_Differential_Thermal_Analysis,100,decimal,          ,3,0,,,,
FG1,dbo,layer,layer_key,9,layer_key,1,int,          ,10,0,Y,NOT NULL,,
FG1,dbo,layer,natural_key,11,natural_key,2,varchar,10,          ,          ,,NOT NULL,,
FG1,dbo,layer,project_key,11,project_key,3,int,          ,10,0,,NOT NULL,,
FG1,dbo,layer,site_key,8,site_key,4,int,          ,10,0,,,,
FG1,dbo,layer,pedon_key,9,pedon_key,5,int,          ,10,0,,,,
FG1,dbo,layer,layer_sequence,14,layer_sequence,6,smallint,          ,5,0,,,,
FG1,dbo,layer,layer_type,10,layer_type,7,varchar,128,          ,          ,,,,
FG1,dbo,layer,layer_field_label_1,19,layer_field_label_1,8,varchar,60,          ,          ,,,,
FG1,dbo,layer,layer_field_label_2,19,layer_field_label_2,9,varchar,60,          ,          ,,,,
FG1,dbo,layer,layer_field_label_3,19,layer_field_label_3,10,varchar,60,          ,          ,,,,
FG1,dbo,layer,hzn_top,7,hzn_top,11,numeric,          ,5,1,,,,
FG1,dbo,layer,hzn_bot,7,hzn_bot,12,numeric,          ,5,1,,,,
FG1,dbo,layer,hzn_desgn_old,13,hzn_desgn_old,13,varchar,18,          ,          ,,,,
FG1,dbo,layer,hzn_desgn,9,hzn_desgn,14,varchar,12,          ,          ,,,,
FG1,dbo,layer,hzn_discontinuity,17,hzn_discontinuity,15,numeric,          ,2,0,,,,
FG1,dbo,layer,hzn_master,10,hzn_master,16,varchar,128,          ,          ,,,,
FG1,dbo,layer,hzn_prime,9,hzn_prime,17,varchar,128,          ,          ,,,,
FG1,dbo,layer,hzn_vert_subdvn,15,hzn_vert_subdvn,18,numeric,          ,2,0,,,,
FG1,dbo,layer,hzn_desgn_other,15,hzn_desgn_other,19,varchar,12,          ,          ,,,,
FG1,dbo,layer,non_hzn_desgn,13,non_hzn_desgn,20,varchar,50,          ,          ,,,,
FG1,dbo,layer,stratified_textures_flag,24,stratified_textures_flag,21,tinyint,          ,3,0,,,,
FG1,dbo,layer,texture_description,19,texture_description,22,varchar,254,          ,          ,,,,
FG1,dbo,pedon,pedon_key,9,pedon_key,1,int,          ,10,0,Y,NOT NULL,,
FG1,dbo,pedon,natural_key,11,natural_key,2,varchar,128,          ,          ,,,,
FG1,dbo,pedon,observation_date,16,observation_date,3,int,          ,10,0,,,period(date_key),
FG1,dbo,pedon,user_pedon_id,13,user_pedon_id,4,varchar,60,          ,          ,,NOT NULL,,
FG1,dbo,pedon,pedon_seq_num,13,pedon_seq_num,5,smallint,          ,5,0,,,,
FG1,dbo,pedon,cntrl_depth_to_top,18,cntrl_depth_to_top,6,smallint,          ,5,0,,,,
FG1,dbo,pedon,cntrl_depth_to_bot,18,cntrl_depth_to_bot,7,smallint,          ,5,0,,,,
FG1,dbo,pedon,fldsyb,6,fldsyb,8,varchar,8,          ,          ,,,,
FG1,dbo,pedon,mapsyb,6,mapsyb,9,varchar,6,          ,          ,,,,
FG1,dbo,pedon,site_key,8,site_key,10,int,          ,10,0,,,site(site_key),
FG1,dbo,preparation,prep_key,8,prep_key,1,int,          ,10,0,Y,NOT NULL,,
FG1,dbo,preparation,prep_code,9,prep_code,2,varchar,64,          ,          ,,NOT NULL,,
FG1,dbo,preparation,prep_abbrev,11,prep_abbrev,3,varchar,64,          ,          ,,NOT NULL,,
FG1,dbo,preparation,moisture_state,14,moisture_state,4,varchar,128,          ,          ,,,,
FG1,dbo,preparation,orig_size_frac,14,orig_size_frac,5,varchar,128,          ,          ,,,,
FG1,dbo,preparation,final_size_frac,15,final_size_frac,6,varchar,128,          ,          ,,,,
FG1,dbo,preparation,prep_desc,9,prep_desc,7,varchar,2000,          ,          ,,,,
FG1,dbo,preparation,prep_rpt_sort_order,19,prep_rpt_sort_order,8,smallint,          ,5,0,,,,
FG1,dbo,rosetta,rosetta_key,11,rosetta_key,1,int,          ,10,0,Y,NOT NULL,,
FG1,dbo,rosetta,layer_key,9,layer_key,2,int,          ,10,0,,NOT NULL,layer(layer_key),
FG1,dbo,rosetta,theta_r,7,theta_r,3,numeric,          ,20,18,,,,
FG1,dbo,rosetta,theta_s,7,theta_s,4,numeric,          ,20,18,,,,
FG1,dbo,rosetta,alpha,5,alpha,5,numeric,          ,20,18,,,,
FG1,dbo,rosetta,npar,4,npar,6,numeric,          ,20,18,,,,
FG1,dbo,rosetta,usedmodel,9,usedmodel,7,int,          ,10,0,,,,
FG1,dbo,rosetta,wlupdated,9,wlupdated,8,datetime,          ,          ,          ,,,,
FG1,dbo,rosetta,Ks,2,Ks,9,numeric,          ,20,18,,,,
FG1,dbo,rosetta,Ko,2,Ko,10,numeric,          ,20,18,,,,
FG1,dbo,rosetta,Lpar,4,Lpar,11,numeric,          ,20,18,,,,
FG1,dbo,site,site_key,8,site_key,1,int,          ,10,0,Y,NOT NULL,,
FG1,dbo,site,user_site_id,12,user_site_id,2,varchar,60,          ,          ,,NOT NULL,,
FG1,dbo,site,horizontal_datum_name,21,horizontal_datum_name,3,varchar,128,          ,          ,,,,
FG1,dbo,site,latitude_direction,18,latitude_direction,4,varchar,128,          ,          ,,,,
FG1,dbo,site,latitude_degrees,16,latitude_degrees,5,numeric,          ,2,0,,,,
FG1,dbo,site,latitude_minutes,16,latitude_minutes,6,numeric,          ,2,0,,,,
FG1,dbo,site,latitude_seconds,16,latitude_seconds,7,numeric,          ,4,2,,,,
FG1,dbo,site,longitude_direction,19,longitude_direction,8,varchar,128,          ,          ,,,,
FG1,dbo,site,longitude_degrees,17,longitude_degrees,9,numeric,          ,3,0,,,,
FG1,dbo,site,longitude_minutes,17,longitude_minutes,10,numeric,          ,2,0,,,,
FG1,dbo,site,longitude_seconds,17,longitude_seconds,11,numeric,          ,4,2,,,,
FG1,dbo,site,latitude_std_decimal_degrees,28,latitude_std_decimal_degrees,12,real,          ,24,          ,,,,
FG1,dbo,site,longitude_std_decimal_degrees,29,longitude_std_decimal_degrees,13,real,          ,24,          ,,,,
FG1,dbo,site,msrepl_tran_version,19,msrepl_tran_version,14,uniqueidentifier,          ,          ,          ,,NOT NULL,,(newid())
